Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Price,2600,Gen,N64,NES,PS,SAT,SCD,SNES,Action,Adventure,Fighting,Misc,Platform,Puzzle,Racing,Role-Playing,Shooter,Simulation,Sports,Strategy,Price_bin_custom_range,Price_bin_custom_label
2000,120000,80000,0,10000,210000,43,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1997,450000,300000,0,50000,800000,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1997,390000,260000,0,50000,690000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
2000,210000,140000,0,20000,380000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
2001,440000,300000,0,50000,790000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1998,20000,10000,0,0,30000,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1999,20000,10000,0,0,40000,34,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(20, 40]",3
2000,250000,170000,0,30000,440000,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(10, 20]",2
1995,0,0,70000,0,70000,24,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1998,90000,60000,0,10000,160000,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1999,880000,600000,0,100000,1590000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
2000,450000,310000,0,50000,810000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1996,1430000,50000,0,40000,1520000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1998,1450000,40000,0,40000,1520000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
2000,220000,150000,0,30000,390000,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1996,230000,160000,0,30000,410000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
2000,310000,210000,0,40000,560000,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
2001,230000,160000,0,30000,420000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1996,30000,20000,0,0,60000,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(40, 80]",4
2001,70000,50000,0,10000,130000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1995,160000,110000,0,20000,280000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1996,120000,80000,0,10000,220000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1998,1430000,50000,0,30000,1520000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2000,700000,470000,0,80000,1250000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2001,290000,190000,0,30000,520000,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1996,160000,110000,40000,20000,330000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1996,550000,380000,0,70000,1000000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1997,1410000,60000,0,40000,1510000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1997,1130000,50000,0,30000,1220000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1995,170000,120000,0,20000,310000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1997,350000,240000,0,40000,620000,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1999,220000,150000,0,30000,400000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2000,150000,100000,0,20000,270000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2001,80000,50000,0,10000,140000,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,430000,290000,0,50000,780000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1999,310000,210000,0,40000,550000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2000,120000,80000,0,10000,210000,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1997,80000,50000,0,10000,140000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1999,210000,140000,0,20000,380000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2000,90000,60000,0,10000,160000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1999,530000,360000,0,60000,950000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2000,390000,260000,0,50000,700000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1997,390000,270000,0,50000,700000,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1998,590000,400000,0,70000,1060000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1999,220000,150000,0,30000,400000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2000,180000,120000,0,20000,330000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,250000,170000,0,30000,450000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,1410000,50000,0,40000,1500000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,600000,410000,0,70000,1090000,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
2000,330000,220000,0,40000,590000,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1995,470000,320000,0,60000,850000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1996,480000,330000,0,60000,870000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1999,1000000,680000,0,120000,1800000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2000,560000,380000,0,70000,1000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2001,230000,150000,0,30000,400000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1997,1580000,60000,0,40000,1680000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,1440000,50000,0,40000,1530000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1996,120000,80000,0,10000,220000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,380000,260000,0,50000,690000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1999,270000,180000,0,30000,480000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,480000,330000,0,60000,870000,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2000,350000,240000,0,40000,630000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1996,260000,180000,0,30000,470000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1997,510000,350000,0,60000,920000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1997,590000,400000,0,70000,1070000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1999,20000,10000,0,0,40000,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1996,80000,50000,0,10000,140000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1994,250000,170000,0,30000,450000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1996,260000,170000,0,30000,460000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,170000,120000,0,20000,310000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2000,130000,90000,0,20000,230000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1997,280000,190000,0,30000,510000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1997,240000,160000,0,30000,430000,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1996,40000,30000,0,0,70000,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(40, 80]",4
1996,60000,40000,0,10000,120000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1997,30000,20000,0,0,50000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1999,140000,100000,0,20000,260000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1997,70000,50000,0,10000,130000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1995,2120000,1440000,220000,60000,3840000,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(10, 20]",2
1996,30000,20000,210000,20000,290000,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(20, 40]",3
1996,2280000,1550000,160000,60000,4050000,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(0, 10]",1
1996,20000,10000,160000,10000,200000,67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(40, 80]",4
1997,10000,10000,0,0,30000,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(20, 40]",3
1998,20000,10000,0,0,30000,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(20, 40]",3
1999,1580000,640000,0,90000,2310000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1998,2140000,860000,0,130000,3120000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1999,430000,290000,0,50000,770000,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1997,430000,290000,90000,60000,870000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
2001,90000,60000,0,10000,170000,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1997,350000,240000,0,40000,630000,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
2000,90000,60000,0,10000,170000,36,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1998,210000,140000,0,20000,380000,16,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1995,20000,20000,0,0,40000,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(20, 40]",3
1997,660000,450000,0,80000,1190000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(0, 10]",1
1997,70000,50000,0,10000,120000,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1998,550000,380000,0,60000,990000,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(10, 20]",2
1997,750000,440000,0,60000,1240000,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(10, 20]",2
1995,90000,60000,0,10000,170000,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1999,170000,110000,200000,30000,520000,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(20, 40]",3
2001,10000,10000,0,0,20000,11,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1996,50000,40000,210000,20000,320000,29,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1995,130000,90000,0,20000,240000,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(40, 80]",4
1996,160000,110000,0,20000,290000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1996,20000,10000,0,0,40000,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1996,260000,160000,1460000,30000,1920000,50,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(40, 80]",4
1998,1210000,140000,100000,40000,1500000,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
2001,20000,10000,0,0,40000,18,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1997,40000,20000,0,0,70000,39,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(20, 40]",3
1996,120000,80000,0,10000,210000,17,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(10, 20]",2
1995,140000,90000,0,20000,240000,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(20, 40]",3
1998,940000,70000,1050000,40000,2100000,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(20, 40]",3
1999,320000,220000,0,40000,580000,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
1997,20000,10000,0,0,30000,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1996,130000,90000,0,20000,230000,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1995,30000,20000,0,0,50000,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(80, 140]",5
2001,80000,50000,0,10000,140000,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0, 10]",1
1996,10000,10000,0,0,30000,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1998,180000,120000,0,20000,330000,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(0, 10]",1
1997,60000,40000,120000,10000,230000,36,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1997,50000,30000,230000,20000,340000,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1998,20000,20000,0,0,40000,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(20, 40]",3
2000,10000,10000,0,0,20000,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
2000,90000,60000,0,10000,160000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1998,560000,380000,0,70000,1010000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0, 10]",1
1998,50000,40000,0,10000,90000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(10, 20]",2
1997,50000,30000,0,10000,90000,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
2001,180000,120000,0,20000,320000,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
2000,30000,20000,0,0,60000,38,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
2000,30000,20000,0,0,50000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1996,20000,10000,0,0,30000,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(80, 140]",5
1997,10000,10000,0,0,30000,54,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1994,60000,40000,0,10000,110000,51,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1996,230000,150000,0,30000,410000,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(0, 10]",1
1999,370000,250000,0,40000,660000,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(0, 10]",1
1996,140000,90000,0,20000,250000,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
1995,30000,20000,50000,10000,110000,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1996,10000,10000,130000,10000,160000,77,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1997,10000,10000,0,0,20000,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0, 10]",1
1999,460000,320000,0,50000,840000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0, 10]",1
1998,230000,160000,0,30000,410000,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
1998,40000,20000,0,0,60000,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1998,40000,30000,0,10000,80000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(0, 10]",1
1997,110000,70000,290000,30000,500000,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(10, 20]",2
1996,160000,110000,830000,80000,1170000,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1999,60000,40000,0,10000,110000,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(0, 10]",1
1997,180000,120000,0,20000,320000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1998,190000,130000,0,20000,350000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1998,130000,90000,0,10000,230000,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1997,470000,320000,0,60000,850000,17,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1998,240000,160000,0,30000,420000,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1999,30000,20000,0,0,40000,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0, 10]",1
1997,40000,20000,0,0,60000,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1997,40000,30000,0,0,70000,129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(80, 140]",5
1995,1540000,1330000,0,160000,3030000,47,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(40, 80]",4
2000,180000,120000,0,20000,320000,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(0, 10]",1
1999,260000,170000,0,30000,460000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,600000,410000,0,70000,1080000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2000,290000,200000,0,30000,520000,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1996,990000,130000,100000,40000,1250000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2000,100000,70000,0,10000,180000,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1996,90000,60000,0,10000,170000,21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1999,10000,10000,0,0,30000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1996,2049999,1160000,1110000,730000,5050000,77,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1998,1880000,1470000,2020000,450000,5820000,36,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1998,0,0,260000,20000,270000,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1999,1300000,770000,1540000,110000,3720000,40,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1996,1820000,1240000,470000,250000,3770000,67,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
2000,230000,150000,290000,50000,710000,39,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1996,50000,30000,0,10000,90000,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(40, 80]",4
1995,60000,40000,0,10000,100000,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
1998,20000,10000,0,0,40000,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(80, 140]",5
1995,170000,120000,710000,70000,1070000,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1998,120000,80000,280000,30000,520000,121,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(80, 140]",5
1997,180000,120000,0,20000,320000,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1995,710000,480000,0,80000,1270000,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1998,1050000,160000,0,40000,1250000,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1999,220000,150000,0,30000,400000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
2000,20000,10000,0,0,30000,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1995,20000,10000,0,0,30000,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1996,50000,30000,0,10000,80000,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
2001,470000,320000,0,50000,840000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,210000,140000,0,20000,380000,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1998,40000,30000,0,0,70000,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(10, 20]",2
1999,120000,80000,0,10000,210000,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
2000,50000,30000,0,10000,90000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1995,50000,30000,40000,10000,130000,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(10, 20]",2
1998,30000,20000,0,0,50000,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(20, 40]",3
1997,50000,40000,0,10000,90000,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
2001,20000,20000,0,0,40000,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1999,570000,670000,0,70000,1310000,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
2000,1960000,1330000,0,230000,3520000,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1998,1630000,1530000,0,180000,3340000,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
2001,60000,40000,0,10000,120000,18,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1997,50000,30000,0,10000,90000,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1997,20000,10000,0,0,30000,19,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(10, 20]",2
1998,50000,30000,0,10000,80000,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1997,150000,40000,1070000,90000,1350000,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
1999,30000,20000,0,0,50000,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(40, 80]",4
2001,120000,80000,0,10000,220000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
